,SoS091a_CP04272_S249_L001,SoS055a_CP04272_S217_L001,UG006_CP04272_S262_L001,SoS042a_CP04272_S215_L001,SoS036a_CP04272_S211_L001,X9B1L_CP04272_S278_L001,SoS024a_CP04272_S197_L001,SoS070a_CP04272_S227_L001,SoS078b_CP04272_S236_L001,SoS017a_CP04272_S191_L001,SoS098b_CP04272_S252_L001,P060_CP04272_S338_L001,P006_CP04272_S287_L001,SoS002a_CP04272_S177_L001,P012_CP04272_S291_L001,P031_CP04272_S310_L001,SoS081a_CP04272_S241_L001,P043_CP04272_S322_L001,SoS008a_CP04272_S185_L001,P026_CP04272_S305_L001,UG004_CP04272_S260_L001,SoS025a_CP04272_S199_L001,SoS098a_CP04272_S251_L001,SoS079b_CP04272_S238_L001,SoS017b_CP04272_S192_L001,SoS008b_CP04272_S186_L001,SoS081b_CP04272_S242_L001,SoS014a_CP04272_S189_L001,P009_CP04272_S288_L001,SoS042b_CP04272_S216_L001,SoS065b_CP04272_S224_L001,UG005_CP04272_S261_L001,SoS035a_CP04272_S209_L001,P004_CP04272_S285_L001,P018_CP04272_S297_L001,UG001_CP04272_S257_L001,SoS006b_CP04272_S184_L001,X2B1L_CP04272_S276_L001,SoS078a_CP04272_S235_L001,SoS006a_CP04272_S183_L001,P041_CP04272_S320_L001,SoS065a_CP04272_S223_L001,P024_CP04272_S303_L001,P033_CP04272_S312_L001,SoS036b_CP04272_S212_L001,P055_CP04272_S333_L001,P010_CP04272_S289_L001,P001_CP04272_S282_L001,P019_CP04272_S298_L001,SoS018a_CP04272_S193_L001,SoS091b_CP04272_S250_L001,SoS018b_CP04272_S194_L001,P015_CP04272_S294_L001,P036_CP04272_S315_L001,SoS005b_CP04272_S182_L001,P056_CP04272_S334_L001,P051_CP04272_S330_L001,SoS082b_CP04272_S244_L001,SoS039b_CP04272_S214_L001,P023_CP04272_S302_L001,P034_CP04272_S313_L001,SoS077a_CP04272_S233_L001,SoS011b_CP04272_S188_L001,SoS033a_CP04272_S207_L001,P003_CP04272_S284_L001,SoS077b_CP04272_S234_L001,P057_CP04272_S335_L001,SoS082a_CP04272_S243_L001,SoS075a_CP04272_S231_L001,SoS039a_CP04272_S213_L001,UG009_CP04272_S263_L001,SoS031b_CP04272_S206_L001,SoS014b_CP04272_S190_L001,SoS075b_CP04272_S232_L001,P046_CP04272_S325_L001,P017_CP04272_S296_L001,P021_CP04272_S300_L001,SoS004a_CP04272_S179_L001,X16B1NL_CP04272_S343_L001,P044_CP04272_S323_L001,P053_CP04272_S332_L001,SoS005a_CP04272_S181_L001,SoS087b_CP04272_S248_L001,X9B1NL_CP04272_S279_L001,SoS035b_CP04272_S210_L001,SoS025b_CP04272_S200_L001,P029_CP04272_S308_L001,P059_CP04272_S337_L001,P025_CP04272_S304_L001,SoS027b_CP04272_S202_L001,SoS085b_CP04272_S246_L001,SoS069a_CP04272_S225_L001,P040_CP04272_S319_L001,UG010_CP04272_S264_L001,P042_CP04272_S321_L001,P013_CP04272_S292_L001,SoS004b_CP04272_S180_L001,P058_CP04272_S336_L001,SoS011a_CP04272_S187_L001,SoS063b_CP04272_S222_L001,P038_CP04272_S317_L001,P050_CP04272_S329_L001,SoS063a_CP04272_S221_L001,P027_CP04272_S306_L001,P011_CP04272_S290_L001,P032_CP04272_S311_L001,SoS087a_CP04272_S247_L001,SoS073a_CP04272_S229_L001,P020_CP04272_S299_L001,SoS069b_CP04272_S226_L001,X17B1NL_CP04272_S273_L001,SoS085a_CP04272_S245_L001,P005_CP04272_S286_L001,P048_CP04272_S327_L001,P045_CP04272_S324_L001,SoS080a_CP04272_S239_L001,SoS024b_CP04272_S198_L001,P037_CP04272_S316_L001,SoS070b_CP04272_S228_L001,P049_CP04272_S328_L001,SoS055b_CP04272_S218_L001,SoS060a_CP04272_S219_L001,SoS002b_CP04272_S178_L001,SoS023a_CP04272_S195_L001,SoS100a_CP04272_S255_L001,P022_CP04272_S301_L001,SoS060b_CP04272_S220_L001,P016_CP04272_S295_L001,P035_CP04272_S314_L001,SoS023b_CP04272_S196_L001,P047_CP04272_S326_L001,X17B1L_CP04272_S344_L001,P002_CP04272_S283_L001,UG003_CP04272_S259_L001,SoS100b_CP04272_S256_L001,P039_CP04272_S318_L001,SoS079a_CP04272_S237_L001,P030_CP04272_S309_L001,X2B1NL_CP04272_S277_L001,P028_CP04272_S307_L001,SoS099a_CP04272_S253_L001,SoS099b_CP04272_S254_L001,P052_CP04272_S331_L001,SoS080b_CP04272_S240_L001,UG002_CP04272_S258_L001,SoS073b_CP04272_S230_L001,P014_CP04272_S293_L001
VF0299,0.007439791,0.002620341,0.004448274,0.003749831,0.00585022,0.003564545,0.002316129,0.003450949,0.002514996,0.005389572,0.004335433,0.002562038,0.002354681,0.002806547,0.003035682,0.00487988,0.003020185,0.001914762,0.003675127,0.001997581,0.002532444,0.002805149,0.002462647,0.00267003,0.005796633,0.002180697,0.003089961,0.003789876,0.006360565,0.002709835,0.00332248,0.003660635,0.004816734,0.002949853,0.002121079,0.004256109,0.002904423,0.003953577,0.002106342,0.003297011,0.003634161,0.003148734,0.002086077,0.004608767,0.003623914,0.001584786,0.002380021,0.002618647,0.005728835,0.003247147,0.005305991,0.004149589,0.007779939,0.001981798,0.00589593,0.002375379,0.002479339,0.004273245,0.002972866,0.004996215,0.004477278,0.002820927,0.003067285,0.003369708,0.002815164,0.003287458,0,0.003326835,0.004934978,0.002986445,0.002743282,0.003081213,0.003822977,0.005555745,0.002897489,0.002395313,0.001923077,0.003981353,0.006062412,0.003330914,0.008270159,0.004766763,0.001653474,0.002949754,0.006267086,0.002893349,0.00156788,0.002333042,0.00308928,0.003755784,0.004869929,0.003459726,0.00370878,0.003510974,0.002913933,0.002540005,0.003025203,0.00143124,0.003048558,0.003184682,0.004907621,0.002895348,0.002656688,0.00621927,0.003329172,0.002508516,0.00315662,0.00271189,0.002640733,0.002762655,0.003856435,0.005057803,0.002978577,0.002466219,0.00761035,0.002846556,0.001811465,0.004810846,0.005401544,0.003517749,0.002308045,0.003783658,0.002829983,0.002720874,0.003615547,0.004352058,0.0024662,0.003502763,0.002486944,0.005440431,0.003023091,0.005286398,0.003292496,0.002672123,0.003274424,0.004995005,0.003868293,0.00474993,0.004377052,0.007189056,0.002818496,0.003660433,0.002911679,0.002334513,0.003010663,0.003016438,0.003189871
VF0454,0.008973769,0.011831538,0.012646141,0.014136055,0.00845815,0.008476157,0.012577652,0.012233752,0.013243864,0.012955059,0.012886536,0.011272967,0.008406325,0.015345109,0.011002204,0.005255255,0.014885195,0.009759111,0.013045737,0.011476527,0.012233406,0.012658677,0.014192852,0.011607696,0.010292295,0.013593135,0.014273627,0.015373715,0.01093222,0.011533677,0.013168095,0.010302386,0.010861639,0.010324484,0.014689948,0.011152519,0.01404445,0.011903244,0.013260171,0.013180862,0.011508177,0.012419591,0.013517777,0.005223269,0.01147239,0.014263074,0.014473657,0.012832025,0.004455761,0.01273069,0.008988085,0.013236077,0.010558488,0.010911397,0.013124213,0.013897512,0.009917355,0.010122439,0.013852852,0.01569518,0.009961943,0.011845398,0.011818981,0.013701993,0.012598726,0.011581108,0,0.014182563,0.012379884,0.014962584,0.012074373,0.011901575,0.01420657,0.011725008,0.014102064,0.014457993,0.01459478,0.013358793,0.007897606,0.012965961,0.012060648,0.013614297,0.013258575,0.009532539,0.012347009,0.013319145,0.014818003,0.01370662,0.008341057,0.013156456,0.008957612,0.012849701,0.009374382,0.013475695,0.013681976,0.003048006,0.013662915,0.013484304,0.011840476,0.013022029,0.007794457,0.01300621,0.012387755,0.012699033,0.004577611,0.013711321,0.013055627,0.013132232,0.011431418,0.012447721,0.011415925,0.01313144,0.009393974,0.011950649,0.00761035,0.014821722,0.013206739,0.012027116,0.00910235,0.005756316,0.013287609,0.016100279,0.014601507,0.013184731,0.01566737,0.012291043,0.015290443,0.010897486,0.007709525,0.011195793,0.008619026,0.006779029,0.012098009,0.013889746,0.012365061,0.002997003,0.013017847,0.015088013,0.01086819,0.013284631,0.013308254,0.013231349,0.013956289,0.011270625,0.011605497,0.014473834,0.010403887
VF0473,0.012501917,0.012271595,0.00961852,0.012976035,0.009585903,0.014569042,0.013451952,0.011411348,0.011357616,0.011788992,0.012000287,0.011809775,0.011147765,0.012544243,0.013334705,0.007132132,0.014041044,0.011179741,0.012718632,0.012551853,0.00969287,0.010563693,0.012591697,0.01190244,0.015334519,0.013886619,0.013015492,0.012967967,0.009342079,0.012642684,0.012691873,0.012066944,0.014143159,0.005899705,0.015228426,0.008862883,0.012973822,0.012810157,0.011195769,0.012232701,0.0116596,0.011891044,0.013820258,0.013109381,0.011212109,0.019017433,0.01251364,0.014477658,0.009548059,0.011406042,0.011008516,0.012972097,0.020005557,0.011742203,0.014099874,0.011572262,0.014049587,0.007485756,0.011618805,0.016300782,0.014663085,0.012787788,0.012778283,0.013077146,0.012668236,0.013184119,0.021028037,0.012302827,0.011652369,0.011027459,0.011887555,0.011459624,0.014481954,0.011639797,0.014268586,0.013947673,0.01510989,0.01174306,0.012673814,0.012084972,0.010682288,0.011670654,0.014041337,0.013982168,0.011399857,0.010156862,0.014541318,0.018664334,0.008341057,0.011152437,0.011310234,0.013351759,0.010850829,0.012644594,0.008008491,0.008382017,0.012694851,0.011032612,0.012707529,0.01207444,0.016166282,0.012941445,0.012167629,0.011494253,0.006658344,0.011744416,0.012445284,0.012649293,0.012657,0.012456735,0.013125027,0.011435034,0.012716233,0.011823834,0.01217656,0.009177689,0.015625,0.016036154,0.010939148,0.01439079,0.011175794,0.009493965,0.012426334,0.012629727,0.012707584,0.013796818,0.012571298,0.011675878,0.005968665,0.011054074,0.010291375,0.011505691,0.011485452,0.009885972,0.01516103,0.007992008,0.012959939,0.012014529,0.011917789,0.01133808,0.0099237,0.009033003,0.012365649,0.014270982,0.011392622,0.011077173,0.017617903
VF0361,0.008590275,0.012726654,0.015860077,0.013272784,0.016176211,0.010051189,0.010614311,0.011938631,0.014089331,0.01272073,0.01552133,0.011956177,0.008394949,0.013799803,0.010196119,0.011261261,0.016929917,0.009882644,0.014354159,0.01310291,0.013301401,0.014380826,0.010303088,0.013644895,0.012332279,0.012441489,0.015702318,0.014994727,0.012919897,0.013247013,0.0123707,0.009502307,0.009019382,0.02359882,0.013232117,0.014074726,0.013934642,0.013221103,0.014784007,0.013755504,0.008782556,0.012356967,0.011987118,0.008500615,0.015466704,0.003169572,0.013378353,0.01339363,0.005728835,0.012582204,0.012047055,0.01264791,0.013059183,0.012344904,0.012274444,0.012848643,0.00661157,0.01342587,0.014072738,0.016250315,0.006044325,0.013717695,0.013262591,0.013568097,0.014527635,0.013527009,0.018691589,0.014162672,0.011112795,0.015144731,0.011730234,0.013015792,0.011873907,0.009824807,0.011870664,0.01275799,0.009958791,0.013892217,0.010132777,0.012837267,0.015851137,0.013658271,0.010215479,0.011043524,0.016283079,0.014316052,0.011436301,0.008457276,0.011430337,0.013602105,0.009534004,0.013679836,0.008258216,0.011423386,0.015978387,0.007620015,0.013266889,0.011808546,0.012939899,0.014233381,0.009526559,0.012930016,0.013826162,0.012666471,0.005826051,0.012670857,0.012464357,0.014079536,0.012864203,0.01372314,0.018515272,0.009895702,0.007790125,0.01308531,0.00304414,0.013987387,0.011323886,0.012537357,0.007272356,0.012791813,0.012521375,0.017571959,0.013337046,0.010928617,0.009907307,0.012107412,0.015024852,0.010819647,0.010942552,0.010495071,0.011706439,0.009670999,0.013016845,0.013113684,0.011049311,0.000999001,0.013330554,0.007544007,0.011828461,0.011113179,0.014228098,0.014011978,0.014450555,0.011798428,0.012563435,0.013941522,0.013740982
VF0298,0.008436877,0.00907618,0.010852858,0.007778427,0.005145374,0.007232711,0.007316512,0.009951482,0.008072068,0.007013139,0.004982155,0.008662128,0.005130247,0.009112756,0.006980354,0.004129129,0.006743828,0.010006177,0.008370053,0.009279952,0.008560148,0.012285841,0.009650443,0.00781504,0.007297753,0.010268222,0.007898782,0.006525178,0.01013715,0.007888418,0.009125745,0.008877588,0.005392439,0,0.007427059,0.010574953,0.008976809,0.007822132,0.009138357,0.007865419,0.005451242,0.009238292,0.009001421,0.006145023,0.008178833,0.003169572,0.011298923,0.008473054,0.008911521,0.008858341,0.005645877,0.009160588,0.007224229,0.009986418,0.007070919,0.007519464,0.002479339,0.01048612,0.013114033,0.004239213,0.005708529,0.007451742,0.007273935,0.007230368,0.00809794,0.007462143,0,0.009214688,0.007832914,0.010135699,0.008180683,0.010507249,0.006576816,0.006467501,0.009268158,0.007536783,0.011263736,0.010073211,0.004948748,0.008968864,0.004135079,0.005514318,0.010167106,0.00836597,0.006113953,0.01102394,0.010314191,0.008165646,0.008341057,0.008980248,0.004734654,0.007441393,0.008272345,0.007793684,0.003627943,0.002540005,0.007942532,0.010361005,0.008427755,0.010804474,0.002886836,0.008747,0.009044124,0.005340106,0.004577611,0.00913613,0.010375838,0.00909226,0.01022347,0.008229377,0.005477891,0.005214878,0.007561004,0.009320905,0.00761035,0.005398641,0.009565962,0.003425906,0.00654444,0.010873041,0.010736612,0.003987929,0.008279205,0.008992871,0.005830955,0.008593937,0.006563887,0.006616331,0.007958219,0.007975624,0.008490384,0.005286398,0.006891271,0.009409752,0.006713316,0.006993007,0.008396743,0.00838223,0.008069259,0.00715028,0.010283383,0.013388786,0.006596211,0.009634435,0.008693669,0.011127869,0.005201943
VF0056,0.006672803,0.004570594,0.005589455,0.004721011,0.005674009,0.007916606,0.004862336,0.005139041,0.005029993,0.00632131,0.004287528,0.004684869,0.004811739,0.004829079,0.005934158,0.00487988,0.004445862,0.004817789,0.00640742,0.004821748,0.006076248,0.005983134,0.004089908,0.005071324,0.005327052,0.004662308,0.004806606,0.00296599,0.006360565,0.004911778,0.00498372,0.005238873,0.007925542,0.002949853,0.004393194,0.006146949,0.004804102,0.004732956,0.005074794,0.005006572,0.003785584,0.005042484,0.003681925,0.008500615,0.005616065,0,0.004722983,0.005893589,0.000636537,0.005333761,0.005929115,0.006122496,0.006668519,0.004482588,0.00482585,0.004592657,0.010743802,0.006394715,0.005092572,0.002271007,0.005596597,0.00504272,0.004666122,0.005489724,0.005830169,0.00524193,0,0.005067332,0.005753433,0.005286046,0.005673382,0.004774324,0.00565347,0.006944681,0.005695064,0.004672614,0.00364011,0.005086855,0.008893629,0.005111817,0.004824259,0.005602266,0.003175022,0.007432714,0.00451457,0.005415757,0.004442327,0.004374453,0.010194625,0.00524969,0.005034613,0.004985783,0.005934047,0.005461515,0.003396372,0.002540005,0.005137344,0.004244817,0.004654341,0.005343623,0.010969977,0.004784944,0.004880715,0.005177298,0.003745318,0.005473126,0.004911357,0.004810818,0.005188885,0.00497999,0.003440116,0.005309123,0.005498912,0.005022543,0.00608828,0.003165566,0.004800828,0.009111451,0.004136195,0.00479693,0.004887074,0.002038069,0.005005156,0.004385886,0.005299257,0.004762167,0.002883557,0.004125477,0.001492166,0.005007401,0.005081366,0.004913241,0.005819296,0.005846922,0.005128435,0.004995005,0.005003301,0.00474993,0.006230599,0.004947808,0.005990778,0.006559915,0.004834825,0.005923574,0.005511946,0.00527243,0.004024145
VF0476,0.00276116,0.004885635,0.003609856,0.013092936,0.005145374,0.003958303,0.006841015,0.004481905,0.003812627,0.002477195,0.001053917,0.005075275,0.002377431,0.005181318,0.004982292,0.000375375,0.003761162,0.005744287,0.005714726,0.018272896,0.007022881,0.003852641,0.004055101,0.014108682,0.004210834,0.005769374,0.004108873,0.003839309,0.002186444,0.015034283,0.011750504,0.004351114,0.002494723,0.001474926,0.004852871,0.004854302,0.007527342,0.016026867,0.004974603,0.009517516,0.005905512,0.01027284,0.004722356,0.003891848,0.00369399,0.009508716,0.004986515,0.009188121,0.003819223,0.006091819,0.00298344,0.004316314,0.00277855,0.012035183,0.01030214,0.011525988,0.009917355,0.003758031,0.004758345,0.000555135,0.002910231,0.014847314,0.014594439,0.012429984,0.016256701,0.015644355,0.009345794,0.004256758,0.004219588,0.004523307,0.006253503,0.004263901,0.016895613,0.004013429,0.006094718,0.005836781,0.005528846,0.005249202,0.002478295,0.005920889,0.003101309,0.009753395,0.004261214,0.004971808,0.008337209,0.004854707,0.005272381,0.009332167,0.006796416,0.007368625,0.002482017,0.016150359,0.009162452,0.007038909,0.001254342,0.000762002,0.004125276,0.008734151,0.016200019,0.008215699,0.00317552,0.012846204,0.010695065,0.002539807,0.001248439,0.004318639,0.003700207,0.004847967,0.004192549,0.016634518,0.002213068,0.001790651,0.000916485,0.01553818,0.00152207,0.002895634,0.004122644,0.00408193,0.003857274,0.011832427,0.005017894,0.000394615,0.006781421,0.00407003,0.004483987,0.004101095,0.004843871,0.003035728,0.008206914,0.003708311,0.011320512,0.004260215,0.004594181,0.005758733,0.006937592,0.002997003,0.012774631,0.003352892,0.012907836,0.004164534,0.005513167,0.004296744,0.006668105,0.006150935,0.010605744,0.005107667,0.006821416
VF0711,0.010737843,0.007130927,0.005170245,0.007445708,0.005039648,0.005616231,0.008712325,0.008153211,0.007226601,0.006388261,0.005724688,0.0067589,0.004675236,0.007300431,0.008463893,0.001876877,0.005205598,0.006979617,0.008985781,0.006023359,0.0068287,0.006551265,0.009371982,0.006731424,0.006566438,0.008295564,0.00553092,0.004860928,0.008348241,0.006319735,0.007951802,0.009633827,0.006486279,0.002949853,0.005338814,0.007288329,0.00695634,0.006291714,0.007267347,0.006795147,0.004542701,0.00687361,0.006771927,0.003994265,0.005986465,0.012678288,0.006234173,0.006850277,0.005092298,0.007619658,0.007420835,0.008702096,0.013892748,0.00608979,0.007910197,0.006158248,0.007438017,0.006394715,0.007141915,0.001413071,0.007387508,0.006128652,0.007525403,0.006917944,0.007654812,0.00666921,0,0.006986852,0.008184546,0.007107512,0.008377334,0.006374066,0.007726949,0.00835066,0.006270756,0.00615573,0.008653846,0.006980897,0.007928976,0.005636058,0.006202619,0.008117568,0.009705365,0.006243924,0.005353963,0.006278197,0.009591736,0.010498688,0.002471424,0.006418467,0.007646024,0.006790209,0.009565119,0.007530785,0.00563489,0.001016002,0.007634512,0.005832548,0.006995384,0.007991013,0.004907621,0.005794506,0.007006065,0.007261242,0.01539742,0.008052907,0.005998531,0.0073091,0.006246942,0.005863318,0.003659231,0.00656572,0.00343682,0.005970319,0.00304414,0.00542318,0.008985937,0.005175304,0.01262628,0.002878158,0.005569209,0.002692665,0.008309311,0.007296273,0.008046364,0.008196069,0.00498299,0.007861758,0.002486944,0.009566025,0.005788898,0.008302755,0.006431853,0.007178574,0.007550612,0.00999001,0.00770184,0.007264599,0.006640017,0.008329068,0.005501374,0.005182333,0.003675545,0.006418897,0.006732176,0.007135524,0.005103793
VF0465,0.009894156,0.013251723,0.01152825,0.012940066,0.010854626,0.01081798,0.011764706,0.014850492,0.012497391,0.010500181,0.011161944,0.010223751,0.020782619,0.013305533,0.014166517,0.012387387,0.009482629,0.010870908,0.014989129,0.011036446,0.011675135,0.012960497,0.013009389,0.012023805,0.00900672,0.011884241,0.009879015,0.008436594,0.008745776,0.012134791,0.012714023,0.013908221,0.014526962,0.002949853,0.009948713,0.015092342,0.011837308,0.012314189,0.013148329,0.012555938,0.00984252,0.012677602,0.011037954,0.013314215,0.010391223,0.004754358,0.012550699,0.01083049,0.014640356,0.012496239,0.008516022,0.01118907,0.010558488,0.011771501,0.01062736,0.009771447,0.004958678,0.014183537,0.014231057,0.00222054,0.01320797,0.011832916,0.01175689,0.011425766,0.01136492,0.012116874,0.014018692,0.012999025,0.010815726,0.014127745,0.011661406,0.015262899,0.010642778,0.011341559,0.012041945,0.010145792,0.012019231,0.012446561,0.011418981,0.011872059,0.009303928,0.011872933,0.012185576,0.009510319,0.007520503,0.01423259,0.01142093,0.007874016,0.00617856,0.01225675,0.012586532,0.012417235,0.016791941,0.010990875,0.005789271,0.008128016,0.013343894,0.010602262,0.011826603,0.012641039,0.010681293,0.011516629,0.012748305,0.010549966,0.005826051,0.015934779,0.012445284,0.014451028,0.012714312,0.012150274,0.005675095,0.011749183,0.021651965,0.012377815,0.00152207,0.007803489,0.012769489,0.007726511,0.016721657,0.011512632,0.013932366,0.003997214,0.01332952,0.01294107,0.01274303,0.012223712,0.008739202,0.010274772,0.004227804,0.013565647,0.010870264,0.011754462,0.012863706,0.011588017,0.010914745,0.001998002,0.01168595,0.00949986,0.011895457,0.012454826,0.013567697,0.013329747,0.007593731,0.01044644,0.013776063,0.013383861,0.012170584
VF0103,7.67E-05,0.001555202,0.000349341,0.001753518,0.000951542,0.001056929,0.001702585,0.001149005,0.001706987,0.000892683,0.000215574,0.000902813,0.000773518,0.001465768,0.002006637,0,0.001163052,0.00123533,0.001616286,0.001641691,0.001221722,0.001065246,0.00130529,0.001794468,0.0011855,0.00148228,0.001142953,0.001169918,0.001590141,0.001854775,0.001417591,0.001161758,0.000422184,0,0.001083523,0.001031367,0.001822814,0.002068897,0.001563447,0.002025615,0.000151423,0.001290054,0.001285545,0.000307251,0.000580627,0,0.001437072,0.001498702,0.003819223,0.001402799,0.000774184,0.001324534,0.00055571,0.001881347,0.001615611,0.001515461,0.000826446,0.000727361,0.001539206,0.000504668,0.000223864,0.00170379,0.001909292,0.001606748,0.001876776,0.00192447,0.009345794,0.001591311,0.000988208,0.001859413,0.001406055,0.001462798,0.001279725,0.001141825,0.001408303,0.001658539,0.001304945,0.001445656,0.000556832,0.00142037,0.00068918,0.000853092,0.001064204,0.001533206,0.001111628,0.00130989,0.001706222,0.001166521,0.000926784,0.001474285,0.000394064,0.001898873,0.001631863,0.001322976,9.65E-05,0,0.001232083,0.001610553,0.002028904,0.001328579,0.000577367,0.00195817,0.001931791,0.000553548,0.002496879,0.001510811,0.001106247,0.001671713,0.00187805,0.001730603,0.000525878,0.000439809,0.000801925,0.001795434,0,0.000245393,0.00172223,0.000218675,0.000857172,0.001279181,0.00128017,7.43E-05,0.001678421,0.001795867,0.001417862,0.001848553,0.001264718,0,0.000497389,0.00127547,0.002572844,0.00052864,0.001837672,0.001137636,0.001704494,0,0.001459296,0.001955854,0.001593009,0.001023684,0.001014187,0.000846229,0.002183759,0.001242367,0.001638378,0.001368804,0.000687049
VF0074,0.010431048,0.011671517,0.010992594,0.011654152,0.008669604,0.009388017,0.011887415,0.012147183,0.014878611,0.008095517,0.007664854,0.010638557,0.00800819,0.013373708,0.00896984,0.013138138,0.010429954,0.009697344,0.011044621,0.012081158,0.011416227,0.013599645,0.0121566,0.011672713,0.009691847,0.01067687,0.010439417,0.007414975,0.006956867,0.012491602,0.012415,0.009162548,0.008290155,0.017699115,0.012260229,0.012637688,0.012216146,0.010642067,0.012647374,0.013209594,0.007571169,0.012224204,0.010487751,0.007476444,0.011041925,0.00792393,0.013926005,0.012544692,0.014640356,0.011734273,0.009875564,0.011939331,0.009169214,0.011710812,0.010249685,0.010762474,0.004132231,0.012637896,0.015488808,0.006560686,0.005932393,0.012032628,0.012064239,0.011537346,0.011816736,0.011799701,0.002336449,0.012039266,0.010100336,0.013676174,0.011513918,0.013930819,0.010561783,0.010106002,0.013469279,0.011166431,0.011847527,0.013397447,0.006995694,0.011523827,0.008614748,0.009102582,0.011077397,0.010582451,0.009891219,0.014552528,0.012312469,0.011956839,0.013283905,0.013728233,0.00883998,0.011423061,0.006873605,0.011245293,0.006040139,0.003810008,0.01372892,0.0114271,0.01202776,0.012650808,0.006351039,0.010975656,0.011882984,0.011819869,0.009155223,0.013640056,0.01194938,0.013977376,0.012233778,0.011947469,0.009509619,0.008042222,0.005842594,0.011553518,0.02130898,0.008269736,0.010092447,0.010131934,0.008843838,0.018548129,0.01400712,0.005506035,0.012637077,0.011551304,0.008648955,0.011109683,0.010497161,0.010119094,0.004227804,0.011778415,0.011384833,0.008178369,0.009264931,0.01156156,0.011438055,0.000999001,0.011315335,0.00838223,0.010071685,0.012036046,0.013768176,0.016675304,0.010244797,0.010836202,0.009811263,0.01332049,0.009913137
VF0323,0.006212609,0.004170542,0.007126555,0.003704869,0.008669604,0.004973784,0.003052381,0.00559943,0.003438053,0.004708902,0.007329517,0.005782886,0.00651803,0.003641694,0.003404423,0.006756757,0.005046147,0.003273626,0.003559678,0.003708154,0.005202434,0.004953395,0.004394476,0.003731974,0.003548802,0.004528568,0.004332591,0.004168864,0.004770423,0.003651688,0.004596097,0.005984152,0.006006525,0.001474926,0.004058287,0.006559496,0.003382088,0.00296164,0.003157183,0.003146167,0.004088431,0.004982365,0.004516356,0.006349857,0.00628679,0.004754358,0.005270635,0.003924706,0.008911521,0.004079448,0.006722181,0.005362973,0.002500695,0.003787807,0.004374738,0.00387156,0.000826446,0.006182568,0.006579005,0.002170073,0.006380121,0.003170423,0.003874465,0.004530138,0.003918638,0.003120299,0.01635514,0.00396336,0.00606869,0.004037583,0.003431561,0.004201655,0.003790579,0.006024404,0.004334339,0.003645596,0.003125,0.004499316,0.006336907,0.00525376,0.003790489,0.004212693,0.004753738,0.004710719,0.00346533,0.004847751,0.004011928,0.006124234,0.005869632,0.00460504,0.007387236,0.003718211,0.005001554,0.005088368,0.003975299,0.006350013,0.003916262,0.00386337,0.003978039,0.004747717,0.006639723,0.003428702,0.003503032,0.008791638,0.003329172,0.003891051,0.00569336,0.004448613,0.002036759,0.003736119,0.004119374,0.006188741,0.007217322,0.003744381,0.00152207,0.005251405,0.004970374,0.009184343,0.005857342,0.004157339,0.005494454,0.003389044,0.003484793,0.003681978,0.005175195,0.004976403,0.003882685,0.004670351,0.004476498,0.004786949,0.003601981,0.006996704,0.005206738,0.005502985,0.003932299,0.005994006,0.004146254,0.004470522,0.004399384,0.00525026,0.00558982,0.006559915,0.004709012,0.005915454,0.00430692,0.004030367,0.004024145
